	Data_Source	Review_Date	Sentiment	Geography	Product	Review	Keywords	Aspect	Product_Family	Title	Sentiment_Score	Review_Count
0	BestBuy	3/1/2024 0:00	Positive	US	Windows 11 (Preinstall)	the surface be an incredible device.		Generic	Microsoft Surface Pro 9 13		1	1.0
1	BestBuy	3/4/2024 0:00	Positive	US	Windows 11 (Preinstall)	Crisp new Pro.		Generic	Microsoft Surface Pro 9 13		1	1.0
2	BestBuy	3/15/2024 0:00	Positive	US	Windows 11 (Preinstall)	love the flexibility of the the surface.		Generic	Microsoft Surface Pro 9 13		1	1.0
3	BestBuy	3/4/2024 0:00	Positive	US	Windows 11 (Preinstall)	Microsoft Surface be a good laptop.		Generic	Microsoft Surface Pro 7 Plus 12		1	1.0
4	BestBuy	3/9/2024 0:00	Positive	US	Windows 11 (Preinstall)	love my new surface pro.		Generic	Microsoft Surface Pro 7 Plus 12		1	1.0
5	BestBuy	2/3/2024 0:00	Positive	US	Windows 11 (Preinstall)	I really enjoy the Surface Pros.		Generic	Microsoft Surface Pro 9 13		1	1.0
6	BestBuy	2/3/2024 0:00	Positive	US	Windows 11 (Preinstall)	I love my new surface.		Generic	Microsoft Surface Pro 9 13		1	1.0
7	BestBuy	2/17/2024 0:00	Positive	US	Windows 11 (Preinstall)	there be so many thing I like about the Surface Pro.		Generic	Microsoft Surface Pro 9 13		1	1.0
8	BestBuy	2/2/2024 0:00	Positive	US	Windows 11 (Preinstall)	the surface pro be really good.		Generic	Microsoft Surface Pro 7 Plus 12		1	1.0
9	BestBuy	2/24/2024 0:00	Positive	US	Windows 11 (Preinstall)	love my new Surface.		Generic	Microsoft Surface Pro 7 Plus 12		1	1.0
10	BestBuy	3/15/2024 0:00	Neutral	US	Windows 11 (Preinstall)	I be like the new surface pro.		Generic	Microsoft Surface Pro 9 13		0	1.0
11	BestBuy	2/16/2024 0:00	Neutral	US	Windows 11 (Preinstall)	this be my second Surface Pro.		Generic	Microsoft Surface Pro 9 13		0	1.0
12	BestBuy	2/24/2024 0:00	Neutral	US	Windows 11 (Preinstall)	this be my 3rd Surface.		Generic	Microsoft Surface Pro 9 13		0	1.0
13	BestBuy	2/23/2024 0:00	Positive	US	Windows 11 (Preinstall)	"""this be my second Microsoft surface pro and I absolutely love it work awesome, my first one be 11 year old and still work great."""		Generic	Microsoft Surface Pro 9 13		1	1.0
14	BestBuy	2/23/2024 0:00	Positive	US	Windows 11 (Preinstall)	the Surface Pro work as well as regular laptop and very portable.		Generic	Microsoft Surface Pro 9 13		1	1.0
15	BestBuy	2/24/2024 0:00	Positive	US	Windows 11 (Preinstall)	I like that I can bring this surface pro at work and do leisure thing at the same time.		Generic	Microsoft Surface Pro 9 13		1	1.0
16	BestBuy	2/16/2024 0:00	Positive	US	Windows 11 (Preinstall)	I thoroughly enjoy my Surface thus far and would highly recommend to all my family and friend.		Generic	Microsoft Surface Pro 9 13		1	1.0
17	BestBuy	2/27/2024 0:00	Positive	US	Windows 11 (Preinstall)	I use the surface mainly for school and its awesome.		Generic	Microsoft Surface Pro 9 13		1	1.0
18	BestBuy	2/6/2024 0:00	Positive	US	Windows 11 (Preinstall)	very comfortable for work on the air field with this device.		Generic	Microsoft Surface Pro 7 Plus 12		1	1.0
19	BestBuy	2/10/2024 0:00	Positive	US	Windows 11 (Preinstall)	I enjoy use the Microsoft Surface Pro.		Generic	Microsoft Surface Pro 7 Plus 12		1	1.0
20	BestBuy	3/5/2024 0:00	Neutral	US	Windows 11 (Preinstall)	I like the surface pro 9 as it let I do homework when I do not have my laptop.		Generic	Microsoft Surface Pro 9 13		0	1.0
21	BestBuy	2/13/2024 0:00	Neutral	US	Windows 11 (Preinstall)	"""still getting use to the new Surface Pro 9, but I be like it alot so far."""		Generic	Microsoft Surface Pro 9 13		0	1.0
22	BestBuy	2/23/2024 0:00	Neutral	US	Windows 11 (Preinstall)	I ve have the surface pro 4 since it come out.		Generic	Microsoft Surface Pro 9 13		0	1.0
23	BestBuy	3/2/2024 0:00	Negative	US	Windows 11 (Preinstall)	a minor issue have to do w how microsoft market this product.		Generic	Microsoft Surface Pro 7 Plus 12		-1	1.0
24	BestBuy	2/24/2024 0:00	Neutral	US	Windows 11 (Preinstall)	this be my 2nd Surface.		Generic	Microsoft Surface Pro 9 13		0	1.0
25	BestBuy	2/6/2024 0:00	Neutral	US	Windows 11 (Preinstall)	"""the Surface Pro line from Microsoft have always, in my mind, be a glorify tablet."""		Generic	Microsoft Surface Pro 9 13		0	1.0
26	BestBuy	3/2/2024 0:00	Positive	US	Windows 11 (Preinstall)	the Surface Pro 9 be a nice iteration of the Surface Pro line.		Generic	Microsoft Surface Pro 9 13		1	1.0
27	BestBuy	3/15/2024 0:00	Positive	US	Windows 11 (Preinstall)	"""Overall, I be happy with my surface pro 9. it do what I want it to and more."""		Generic	Microsoft Surface Pro 9 13		1	1.0
28	BestBuy	3/15/2024 0:00	Positive	US	Windows 11 (Preinstall)	I love the surface pro 9. its perfect for my need.		Generic	Microsoft Surface Pro 9 13		1	1.0
29	BestBuy	2/24/2024 0:00	Positive	US	Windows 11 (Preinstall)	use it as a notebook have be pretty convenient.		Generic	Microsoft Surface Pro 9 13		1	1.0
30	BestBuy	3/8/2024 0:00	Neutral	US	Windows 11 (Preinstall)	"""not go to lie, there be a learning curve for I with the Surface."""		Generic	Microsoft Surface Pro 9 13		0	1.0
31	BestBuy	2/16/2024 0:00	Neutral	US	Windows 11 (Preinstall)	I bring a Microsoft Surface Pro 3 about 8 year ago and I do not have any issue with it until I accidentally drop it last month.		Generic	Microsoft Surface Pro 9 13		0	1.0
32	BestBuy	2/2/2024 0:00	Positive	US	Windows 11 (Preinstall)	its versatility as both a computer and an ipad be the good feature.		Generic	Microsoft Surface Pro 7 Plus 12		1	1.0
33	BestBuy	3/26/2024 0:00	Positive	US	Windows 11 (Preinstall)	got it for a present because I get my surface from year and this computer get everything you need.		Generic	Microsoft Surface Pro 7 Plus 12		1	1.0
34	BestBuy	2/23/2024 0:00	Positive	US	Windows 11 (Preinstall)	the Surface Pro Product line can not go wrong with these.		Generic	Microsoft Surface Pro 9 13		1	1.0
35	BestBuy	2/19/2024 0:00	Positive	US	Windows 11 (Preinstall)	so we go ahead and get the late Surface and she love it.		Generic	Microsoft Surface Pro 9 13		1	1.0
36	BestBuy	3/11/2024 0:00	Neutral	US	Windows 11 (Preinstall)	be have this one replace a Surface Pro he have have for about 5 year.		Generic	Microsoft Surface Pro 9 13		0	1.0
37	BestBuy	2/9/2024 0:00	Neutral	US	Windows 11 (Preinstall)	Microsoft be really challenge Apple by introduce surface device.		Generic	Microsoft Surface Pro 9 13		0	1.0
38	BestBuy	2/6/2024 0:00	Negative	US	Windows 11 (Preinstall)	still do not have the Surface Pro 9. where be it?		Generic	Microsoft Surface Pro 9 13		-1	1.0
39	BestBuy	3/22/2024 0:00	Positive	US	Windows 11 (Preinstall)	everyone in my house be envious of my surface pro 9.		Generic	Microsoft Surface Pro 9 13		1	1.0
40	BestBuy	3/4/2024 0:00	Positive	US	Windows 11 (Preinstall)	really enjoy the new Pro from the early model.		Generic	Microsoft Surface Pro 9 13		1	1.0
41	BestBuy	3/29/2024 0:00	Positive	US	Windows 11 (Preinstall)	easy to use both as a laptop or a notebook.		Generic	Microsoft Surface Pro 9 13		1	1.0
42	BestBuy	3/15/2024 0:00	Neutral	US	Windows 11 (Preinstall)	its seem odd to I that a brand new surface would do that.		Generic	Microsoft Surface Pro 9 13		0	1.0
43	BestBuy	3/7/2024 0:00	Positive	US	Windows 11 (Preinstall)	exactly the same as the previous Surface: it do everything I need and I can travel with it.		Generic	Microsoft Surface Pro 7 Plus 12		1	1.0
44	BestBuy	3/9/2024 0:00	Negative	US	Windows 11 (Preinstall)	"""its absurd, but I can not do a surface with less."""		Generic	Microsoft Surface Pro 9 13		-1	1.0
45	BestBuy	2/10/2024 0:00	Positive	US	Windows 11 (Preinstall)	"""whether I m travel for work or simply move from room to room at home, the Surface Pro 9 effortlessly slip into my bag and accompany I on all of my adventure."""		Generic	Microsoft Surface Pro 9 13		1	1.0
46	BestBuy	2/23/2024 0:00	Positive	US	Windows 11 (Preinstall)	absolutely love the surface pro line.		Generic	Microsoft Surface Pro 9 13		1	1.0
47	BestBuy	3/31/2024 0:00	Neutral	US	Windows 11 (Preinstall)	there be some quirk that come with a Surface.		Generic	Microsoft Surface Pro 9 13		0	1.0
48	BestBuy	3/22/2024 0:00	Neutral	US	Windows 11 (Preinstall)	it seem a little big than my old Surface Pro but when I compare they be almost identical.		Generic	Microsoft Surface Pro 9 13		0	1.0
49	BestBuy	2/10/2024 0:00	Positive	US	Windows 11 (Preinstall)	I do my research and find Surface Pro 9 its easy for any student to carry and travel with.		Generic	Microsoft Surface Pro 9 13		1	1.0
50	BestBuy	2/24/2024 0:00	Positive	US	Windows 11 (Preinstall)	"""thank you, Microsoft."""		Generic	Microsoft Surface Pro 9 13		1	1.0
51	BestBuy	3/1/2024 0:00	Positive	US	Windows 11 (Preinstall)	my 3rd Surface and they keep get well and well.		Generic	Microsoft Surface Pro 9 13		1	1.0
52	BestBuy	3/29/2024 0:00	Neutral	US	Windows 11 (Preinstall)	this be my go to for all of my computer need.		Generic	Microsoft Surface Pro 7 Plus 12		0	1.0
53	BestBuy	2/7/2024 0:00	Neutral	US	Windows 11 (Preinstall)	definitely replace my regular window laptop and ipad I use.	window	Software	Microsoft Surface Pro 9 13		0	1.0
54	BestBuy	3/10/2024 0:00	Neutral	US	Windows 11 (Preinstall)	I prefer this over an apple brand product since it have full capability of a laptop computer with the flexibility of a tablet.	capability	Performance	Microsoft Surface Pro 9 13		0	1.0
55	BestBuy	3/8/2024 0:00	Positive	US	Windows 11 (Preinstall)	I buy my pro 8 about 2 year ago and now I get my wife to get a pro 9 and she be extremely satisfied after be skeptical it could do the job.	buy	Price	Microsoft Surface Pro 9 13		1	1.0
56	BestBuy	3/30/2024 0:00	Neutral	US	Windows 11 (Preinstall)	"""I do not buy this for spec, but for the form factor and Microsoft Universe, Pen 2 and notetaking be out of this world."""	buy	Price	Microsoft Surface Pro 9 13		0	1.0
57	BestBuy	2/16/2024 0:00	Positive	US	Windows 11 (Preinstall)	"""overall functionalitywise, the Surface Pro 9 be a perfect upgrade for the follow reason."""	upgrade	Hardware	Microsoft Surface Pro 9 13		1	1.0
58	BestBuy	2/16/2024 0:00	Positive	US	Windows 11 (Preinstall)	"""overall functionalitywise, the Surface Pro 9 be a perfect upgrade for the follow reason."""	functionalitywise	Software	Microsoft Surface Pro 9 13		1	1.0
59	BestBuy	3/30/2024 0:00	Neutral	US	Windows 11 (Preinstall)	"""I do not buy this for spec, but for the form factor and Microsoft Universe, Pen 2 and notetaking be out of this world."""	pen	Hardware	Microsoft Surface Pro 9 13		0	1.0
60	BestBuy	2/13/2024 0:00	Neutral	US	Windows 11 (Preinstall)	"""I be a snob for Microsoft Surfaces, but this be the BETS one I purchase thus far."""	bets	Gaming	Microsoft Surface Pro 9 13		0	1.0
61	BestBuy	2/13/2024 0:00	Neutral	US	Windows 11 (Preinstall)	"""I be a snob for Microsoft Surfaces, but this be the BETS one I purchase thus far."""	surfaces	Design	Microsoft Surface Pro 9 13		0	1.0
62	BestBuy	2/13/2024 0:00	Neutral	US	Windows 11 (Preinstall)	"""I be a snob for Microsoft Surfaces, but this be the BETS one I purchase thus far."""	purchase	Price	Microsoft Surface Pro 9 13		0	1.0
63	BestBuy	2/2/2024 0:00	Neutral	US	Windows 11 (Preinstall)	be able to take off the keyboard and use it as a tablet be a big plus.	keyboard	Keyboard	Microsoft Surface Pro 9 13		0	1.0
64	BestBuy	3/22/2024 0:00	Negative	US	Windows 11 (Preinstall)	after the fact I see other Surface Pro 9s at an equal price that your sale rep do not tell I about.	price	Price	Microsoft Surface Pro 9 13		-1	1.0
65	BestBuy	3/3/2024 0:00	Positive	US	Windows 11 (Preinstall)	"""replace it with a iPad: Good computer, great quality."""	quality	Design	Microsoft Surface Pro 9 13		1	1.0
66	BestBuy	2/2/2024 0:00	Neutral	US	Windows 11 (Preinstall)	"""since I prefer window, it be suggest to get a Microsoft, since it be their software and their laptop be make for window."""	window	Software	Microsoft Surface Pro 9 13		0	1.0
67	BestBuy	2/16/2024 0:00	Positive	US	Windows 11 (Preinstall)	"""the highresolution display provide crisp visual, while the Surface Pen and Type Cover accessory enhance its functionality."""	display	Display	Microsoft Surface Pro 9 13		1	1.0
68	BestBuy	2/16/2024 0:00	Positive	US	Windows 11 (Preinstall)	"""the highresolution display provide crisp visual, while the Surface Pen and Type Cover accessory enhance its functionality."""	functionality	Software	Microsoft Surface Pro 9 13		1	1.0
69	BestBuy	2/16/2024 0:00	Positive	US	Windows 11 (Preinstall)	"""the highresolution display provide crisp visual, while the Surface Pen and Type Cover accessory enhance its functionality."""	type	Keyboard	Microsoft Surface Pro 9 13		1	1.0
70	BestBuy	2/16/2024 0:00	Positive	US	Windows 11 (Preinstall)	"""the highresolution display provide crisp visual, while the Surface Pen and Type Cover accessory enhance its functionality."""	pen	Hardware	Microsoft Surface Pro 9 13		1	1.0
71	BestBuy	2/16/2024 0:00	Positive	US	Windows 11 (Preinstall)	"""the highresolution display provide crisp visual, while the Surface Pen and Type Cover accessory enhance its functionality."""	visual	Graphics	Microsoft Surface Pro 9 13		1	1.0
72	BestBuy	2/16/2024 0:00	Positive	US	Windows 11 (Preinstall)	"""the highresolution display provide crisp visual, while the Surface Pen and Type Cover accessory enhance its functionality."""	highresolution	Performance	Microsoft Surface Pro 9 13		1	1.0
73	BestBuy	3/19/2024 0:00	Negative	US	Windows 11 (Preinstall)	I do not think I will ever buy anything but the surface brand of laptop.	buy	Price	Microsoft Surface Pro 9 13		-1	1.0
74	BestBuy	3/27/2024 0:00	Negative	US	Windows 11 (Preinstall)	"""what I do not love be just some certain Microsoft surface specific thing I have no interest in, be web browser and some of the Microsoft specific app on the desktop."""	app	Software	Microsoft Surface Pro 9 13		-1	1.0
75	BestBuy	3/27/2024 0:00	Negative	US	Windows 11 (Preinstall)	"""what I do not love be just some certain Microsoft surface specific thing I have no interest in, be web browser and some of the Microsoft specific app on the desktop."""	web	Browser	Microsoft Surface Pro 9 13		-1	1.0
76	BestBuy	3/27/2024 0:00	Negative	US	Windows 11 (Preinstall)	"""what I do not love be just some certain Microsoft surface specific thing I have no interest in, be web browser and some of the Microsoft specific app on the desktop."""	desktop	Hardware	Microsoft Surface Pro 9 13		-1	1.0
77	BestBuy	3/1/2024 0:00	Negative	US	Windows 11 (Preinstall)	the only issue be that I wish I receive the email again to reinstall the Microsoft purchase for my family.	purchase	Price	Microsoft Surface Pro 7 Plus 12		-1	1.0
78	BestBuy	3/1/2024 0:00	Negative	US	Windows 11 (Preinstall)	the only issue be that I wish I receive the email again to reinstall the Microsoft purchase for my family.	email	Software	Microsoft Surface Pro 7 Plus 12		-1	1.0
79	BestBuy	2/18/2024 0:00	Neutral	US	Windows 11 (Preinstall)	do not hesitate to switch to the Surface pro.	switch	Hardware	Microsoft Surface Pro 9 13		0	1.0
80	BestBuy	3/23/2024 0:00	Positive	US	Windows 11 (Preinstall)	we buy a Microsoft Surface 9 and have be enjoy it.	buy	Price	Microsoft Surface Pro 9 13		1	1.0
81	BestBuy	2/5/2024 0:00	Neutral	US	Windows 11 (Preinstall)	"""the detachable keyboard be one of the many plus of this device, which allow you to switch back and forth from laptop to tablet in no time."""	switch	Hardware	Microsoft Surface Pro 9 13		0	1.0
82	BestBuy	2/5/2024 0:00	Neutral	US	Windows 11 (Preinstall)	"""the detachable keyboard be one of the many plus of this device, which allow you to switch back and forth from laptop to tablet in no time."""	keyboard	Keyboard	Microsoft Surface Pro 9 13		0	1.0
83	BestBuy	2/19/2024 0:00	Neutral	US	Windows 11 (Preinstall)	"""no regret, stick with the surface."""	stick	Storage/Memory	Microsoft Surface Pro 9 13		0	1.0
84	BestBuy	2/16/2024 0:00	Positive	US	Windows 11 (Preinstall)	"""overall, the Surface Pro deliver a compelling package for those seek a versatile 2in1 device."""	package	Customer-Service	Microsoft Surface Pro 9 13		1	1.0
85	BestBuy	2/16/2024 0:00	Positive	US	Windows 11 (Preinstall)	"""the Surface Pro 9 have only two port, both usbc, which I connect one of to a J5 Hub, also from Best Buy, and which provide the port for an external LCD monitor speaker, and usb port for the External SSI storage drive and another 32 GB thumb drive."""	lcd	Display	Microsoft Surface Pro 9 13		1	1.0
86	BestBuy	2/16/2024 0:00	Positive	US	Windows 11 (Preinstall)	"""the Surface Pro 9 have only two port, both usbc, which I connect one of to a J5 Hub, also from Best Buy, and which provide the port for an external LCD monitor speaker, and usb port for the External SSI storage drive and another 32 GB thumb drive."""	port	Ports	Microsoft Surface Pro 9 13		1	1.0
87	BestBuy	2/16/2024 0:00	Positive	US	Windows 11 (Preinstall)	"""the Surface Pro 9 have only two port, both usbc, which I connect one of to a J5 Hub, also from Best Buy, and which provide the port for an external LCD monitor speaker, and usb port for the External SSI storage drive and another 32 GB thumb drive."""	connect	Connectivity	Microsoft Surface Pro 9 13		1	1.0
88	BestBuy	2/16/2024 0:00	Positive	US	Windows 11 (Preinstall)	"""the Surface Pro 9 have only two port, both usbc, which I connect one of to a J5 Hub, also from Best Buy, and which provide the port for an external LCD monitor speaker, and usb port for the External SSI storage drive and another 32 GB thumb drive."""	buy	Price	Microsoft Surface Pro 9 13		1	1.0
89	BestBuy	2/16/2024 0:00	Positive	US	Windows 11 (Preinstall)	"""the Surface Pro 9 have only two port, both usbc, which I connect one of to a J5 Hub, also from Best Buy, and which provide the port for an external LCD monitor speaker, and usb port for the External SSI storage drive and another 32 GB thumb drive."""	external	Storage/Memory	Microsoft Surface Pro 9 13		1	1.0
90	BestBuy	2/16/2024 0:00	Positive	US	Windows 11 (Preinstall)	"""the Surface Pro 9 have only two port, both usbc, which I connect one of to a J5 Hub, also from Best Buy, and which provide the port for an external LCD monitor speaker, and usb port for the External SSI storage drive and another 32 GB thumb drive."""	speaker	Audio-Microphone	Microsoft Surface Pro 9 13		1	1.0
91	BestBuy	2/16/2024 0:00	Positive	US	Windows 11 (Preinstall)	"""the Surface Pro 9 have only two port, both usbc, which I connect one of to a J5 Hub, also from Best Buy, and which provide the port for an external LCD monitor speaker, and usb port for the External SSI storage drive and another 32 GB thumb drive."""	drive	Hardware	Microsoft Surface Pro 9 13		1	1.0
92	BestBuy	2/10/2024 0:00	Positive	US	Windows 11 (Preinstall)	Portability be where the Surface Pro 9 truly shine.	portability	Design	Microsoft Surface Pro 9 13		1	1.0
93	BestBuy	2/10/2024 0:00	Positive	US	Windows 11 (Preinstall)	"""whether I m work on important project or bingewatche my favorite show, I can rely on the Surface Pro 9 to keep up with my demand lifestyle without constantly need to be tether to a power outlet."""	project	Software	Microsoft Surface Pro 9 13		1	1.0
94	BestBuy	2/10/2024 0:00	Positive	US	Windows 11 (Preinstall)	"""whether I m work on important project or bingewatche my favorite show, I can rely on the Surface Pro 9 to keep up with my demand lifestyle without constantly need to be tether to a power outlet."""	power	Performance	Microsoft Surface Pro 9 13		1	1.0
95	BestBuy	2/10/2024 0:00	Positive	US	Windows 11 (Preinstall)	"""whether I m work on important project or bingewatche my favorite show, I can rely on the Surface Pro 9 to keep up with my demand lifestyle without constantly need to be tether to a power outlet."""	outlet	Audio-Microphone	Microsoft Surface Pro 9 13		1	1.0
96	BestBuy	2/9/2024 0:00	Neutral	US	Windows 11 (Preinstall)	the old surface book charger work with the sp9.	charge	Battery	Microsoft Surface Pro 9 13		0	1.0
97	Amazon	3/15/2024 0:00	Negative	US	Windows 11 (Preinstall)	the battery do not even hold a charge- zero holding of charge- and the battery on the Surface Pro 8 be not repairable or replaceable- a complete rip off.	battery	Battery	Microsoft Surface Pro 8 13		-1	1.0
98	BestBuy	3/22/2024 0:00	Positive	US	Windows 11 (Preinstall)	I definitely miss the backlit keyboard that my Surface 7 have.	backlit	Keyboard	Microsoft Surface Pro 9 13		1	1.0
99	BestBuy	3/9/2024 0:00	Positive	US	Windows 11 (Preinstall)	"""easy to setup, Great on the go device."""	setup	Software	Microsoft Surface Pro 7 Plus 12		1	1.0
100	BestBuy	3/31/2024 0:00	Neutral	US	Windows 11 (Preinstall)	the actual Surface be slightly more square than my old one and the screen image fill more of the space available.	space	Storage/Memory	Microsoft Surface Pro 9 13		0	1.0
101	BestBuy	3/31/2024 0:00	Neutral	US	Windows 11 (Preinstall)	the actual Surface be slightly more square than my old one and the screen image fill more of the space available.	screen	Display	Microsoft Surface Pro 9 13		0	1.0
102	BestBuy	2/10/2024 0:00	Neutral	US	Windows 11 (Preinstall)	"""first and foremost, the speed of the Surface Pro 9 be unparalleled."""	speed	Performance	Microsoft Surface Pro 9 13		0	1.0
103	BestBuy	3/12/2024 0:00	Negative	US	Windows 11 (Preinstall)	I be a mac person before but I hate that laptop and its a bit heavy than this one.	heavy	Design	Microsoft Surface Pro 9 13		-1	1.0
104	BestBuy	3/8/2024 0:00	Positive	US	Windows 11 (Preinstall)	"""it would have be helpful to know that a Bluetooth mouse make life a lot easy for I. I have not have any reason to travel with the Surface yet, but I be astonish by how light it be, and I have not mention the fantastic price I get from Best Buy."""	price	Price	Microsoft Surface Pro 9 13		1	1.0
105	BestBuy	3/8/2024 0:00	Positive	US	Windows 11 (Preinstall)	"""it would have be helpful to know that a Bluetooth mouse make life a lot easy for I. I have not have any reason to travel with the Surface yet, but I be astonish by how light it be, and I have not mention the fantastic price I get from Best Buy."""	bluetooth	Connectivity	Microsoft Surface Pro 9 13		1	1.0
106	BestBuy	3/8/2024 0:00	Positive	US	Windows 11 (Preinstall)	"""it would have be helpful to know that a Bluetooth mouse make life a lot easy for I. I have not have any reason to travel with the Surface yet, but I be astonish by how light it be, and I have not mention the fantastic price I get from Best Buy."""	mouse	Touchpad	Microsoft Surface Pro 9 13		1	1.0
107	BestBuy	3/8/2024 0:00	Positive	US	Windows 11 (Preinstall)	"""it would have be helpful to know that a Bluetooth mouse make life a lot easy for I. I have not have any reason to travel with the Surface yet, but I be astonish by how light it be, and I have not mention the fantastic price I get from Best Buy."""	light	Design	Microsoft Surface Pro 9 13		1	1.0
108	BestBuy	2/10/2024 0:00	Negative	US	Windows 11 (Preinstall)	"""the keyboard it come with be also a plus, as I previously own a Surface Pro tablet and it do not come with a keyboard, although, like prior model, this one do not come with the stylus."""	stylus	Hardware	Microsoft Surface Pro 9 13		-1	1.0
109	BestBuy	2/10/2024 0:00	Negative	US	Windows 11 (Preinstall)	"""the keyboard it come with be also a plus, as I previously own a Surface Pro tablet and it do not come with a keyboard, although, like prior model, this one do not come with the stylus."""	keyboard	Keyboard	Microsoft Surface Pro 9 13		-1	1.0
110	BestBuy	2/16/2024 0:00	Neutral	US	Windows 11 (Preinstall)	it be the fact that the keyboard and pin be sell separately from the surface.	keyboard	Keyboard	Microsoft Surface Pro 9 13		0	1.0
111	BestBuy	3/19/2024 0:00	Positive	US	Windows 11 (Preinstall)	Love that the Surface pro be lightweight yet powerful.	lightweight	Design	Microsoft Surface Pro 9 13		1	1.0
112	BestBuy	3/19/2024 0:00	Positive	US	Windows 11 (Preinstall)	Love that the Surface pro be lightweight yet powerful.	powerful	Performance	Microsoft Surface Pro 9 13		1	1.0
113	BestBuy	2/2/2024 0:00	Positive	US	Windows 11 (Preinstall)	the surface be far more efficient with its software.	software	Software	Microsoft Surface Pro 9 13		1	1.0
114	BestBuy	2/10/2024 0:00	Positive	US	Windows 11 (Preinstall)	Battery life be another standout feature of the Surface Pro 9.	battery	Battery	Microsoft Surface Pro 9 13		1	1.0
115	BestBuy	2/10/2024 0:00	Positive	US	Windows 11 (Preinstall)	"""if you re in the market for a versatile and reliable device, look no far than the Surface Pro 9. highly recommend."""	look	Design	Microsoft Surface Pro 9 13		1	1.0
116	BestBuy	2/10/2024 0:00	Positive	US	Windows 11 (Preinstall)	"""overall, I could not be happy with my purchase of the Microsoft Surface Pro 9. its lightningfast performance, exceptional battery life and unmatched portability make it the perfect companion for both work and play."""	play	Gaming	Microsoft Surface Pro 9 13		1	1.0
117	BestBuy	2/10/2024 0:00	Positive	US	Windows 11 (Preinstall)	"""overall, I could not be happy with my purchase of the Microsoft Surface Pro 9. its lightningfast performance, exceptional battery life and unmatched portability make it the perfect companion for both work and play."""	portability	Design	Microsoft Surface Pro 9 13		1	1.0
118	BestBuy	2/10/2024 0:00	Positive	US	Windows 11 (Preinstall)	"""overall, I could not be happy with my purchase of the Microsoft Surface Pro 9. its lightningfast performance, exceptional battery life and unmatched portability make it the perfect companion for both work and play."""	purchase	Price	Microsoft Surface Pro 9 13		1	1.0
119	BestBuy	2/10/2024 0:00	Positive	US	Windows 11 (Preinstall)	"""overall, I could not be happy with my purchase of the Microsoft Surface Pro 9. its lightningfast performance, exceptional battery life and unmatched portability make it the perfect companion for both work and play."""	performance	Performance	Microsoft Surface Pro 9 13		1	1.0
120	BestBuy	2/10/2024 0:00	Positive	US	Windows 11 (Preinstall)	"""overall, I could not be happy with my purchase of the Microsoft Surface Pro 9. its lightningfast performance, exceptional battery life and unmatched portability make it the perfect companion for both work and play."""	battery	Battery	Microsoft Surface Pro 9 13		1	1.0
121	BestBuy	2/3/2024 0:00	Positive	US	Windows 11 (Preinstall)	I love the lightweight sleekness to the surface pro.	lightweight	Design	Microsoft Surface Pro 7 Plus 12		1	1.0
122	BestBuy	2/16/2024 0:00	Neutral	US	Windows 11 (Preinstall)	"""in essence, the Surface Pro 9 eliminate the large and heavy foot print of the Toshiba lap top and simplify the peripheral connection to create a clean, uncluttered desk top, literally."""	heavy	Design	Microsoft Surface Pro 9 13		0	1.0
123	BestBuy	2/16/2024 0:00	Neutral	US	Windows 11 (Preinstall)	"""in essence, the Surface Pro 9 eliminate the large and heavy foot print of the Toshiba lap top and simplify the peripheral connection to create a clean, uncluttered desk top, literally."""	print	Hardware	Microsoft Surface Pro 9 13		0	1.0
124	BestBuy	2/16/2024 0:00	Neutral	US	Windows 11 (Preinstall)	"""in essence, the Surface Pro 9 eliminate the large and heavy foot print of the Toshiba lap top and simplify the peripheral connection to create a clean, uncluttered desk top, literally."""	toshiba	Customer-Service	Microsoft Surface Pro 9 13		0	1.0
125	BestBuy	2/16/2024 0:00	Neutral	US	Windows 11 (Preinstall)	"""in essence, the Surface Pro 9 eliminate the large and heavy foot print of the Toshiba lap top and simplify the peripheral connection to create a clean, uncluttered desk top, literally."""	create	Software	Microsoft Surface Pro 9 13		0	1.0
126	BestBuy	2/16/2024 0:00	Neutral	US	Windows 11 (Preinstall)	"""in essence, the Surface Pro 9 eliminate the large and heavy foot print of the Toshiba lap top and simplify the peripheral connection to create a clean, uncluttered desk top, literally."""	connection	Connectivity	Microsoft Surface Pro 9 13		0	1.0
127	BestBuy	2/16/2024 0:00	Neutral	US	Windows 11 (Preinstall)	the Surface Pro 9 with Windows 11 be a drag strip racer as compare to the horsebuggy speed I endure on the old Windows 10 Toshiba lap top.	toshiba	Customer-Service	Microsoft Surface Pro 9 13		0	1.0
128	BestBuy	2/16/2024 0:00	Neutral	US	Windows 11 (Preinstall)	the Surface Pro 9 with Windows 11 be a drag strip racer as compare to the horsebuggy speed I endure on the old Windows 10 Toshiba lap top.	speed	Performance	Microsoft Surface Pro 9 13		0	1.0
129	BestBuy	2/16/2024 0:00	Neutral	US	Windows 11 (Preinstall)	"""in essence, the Surface Pro 9 eliminate the large and heavy foot print of the Toshiba lap top and simplify the peripheral connection to create a clean, uncluttered desk top, literally."""	peripheral	Ports	Microsoft Surface Pro 9 13		0	1.0
130	BestBuy	2/16/2024 0:00	Neutral	US	Windows 11 (Preinstall)	the Surface Pro 9 with Windows 11 be a drag strip racer as compare to the horsebuggy speed I endure on the old Windows 10 Toshiba lap top.	window	Software	Microsoft Surface Pro 9 13		0	1.0
