Month,Country,OEMGROUP,SUBFORMFACTOR,GAMINGPRODUCTS,SCREEN_SIZE_INCHES,CPU_GROUP,CPU_MODEL,GPU_MODEL,CPU Ram,STORAGE_TYPE,SSD Capacity GB,PRICE_BRAND_USD_3,OS_VERSION,Operating_System_Summary,Sales_Units,Sales_Value,Series
2023-01-06,Turkey,Lenovo,Ultraslim Notebook,NO GAMING,15.6,CORE I5,CORE I5 I5-1135G7,INTEL IRIS XE,8192,SSD,256,500-800,Windows 11,Windows OS,2.0,1246.12,V15
2023-01-05,India,Lenovo,Ultraslim Notebook,NO GAMING,15.6,CORE I5,CORE I5 I5-1135G7,INTEL IRIS XE,8192,SSD,256,500-800,Windows 11,Windows OS,2.0,1366.081,V15
2023-01-09,Brazil,Lenovo,Ultraslim Notebook,NO GAMING,15.6,CORE I5,CORE I5 I5-1135G7,INTEL IRIS XE,8192,SSD,256,800+,Windows 11,Windows OS,2.0,1910.236,V15
2023-01-04,Germany,Acer,Ultraslim Notebook,NO GAMING,14.0,CORE I5,CORE I5 I5-1135G7,INTEL IRIS XE,8192,SSD,256,500-800,Chrome,Google OS,2.0,1208.74,CHROMEBOOK
2023-01-01,Philippines,Acer,Ultraslim Notebook,NO GAMING,14.0,CORE I5,CORE I5 I5-1135G7,INTEL IRIS XE,8192,SSD,256,500-800,Chrome,Google OS,2.0,1289.086,CHROMEBOOK
2023-01-05,France,Asus,Ultraslim Notebook,NO GAMING,14.0,CORE I5,CORE I5 I5-1135G7,INTEL IRIS XE,8192,SSD,256,500-800,Chrome,Google OS,2.0,1324.116,ASUS CHROMEBOOK
2023-01-08,Netherlands,HP,Ultraslim Notebook,NO GAMING,14.0,CORE I5,CORE I5 I5-1135G7,INTEL IRIS XE,8192,SSD,256,500-800,Chrome,Google OS,2.0,1391.524,HP CHROMEBOOK
2023-01-04,Spain,Asus,Ultraslim Notebook,NO GAMING,14.0,CORE I5,CORE I5 I5-1135G7,INTEL IRIS XE,8192,SSD,256,500-800,Chrome,Google OS,2.0,1440.523,ASUS CHROMEBOOK
2023-01-02,United Arab Emirates,HP,Ultraslim Notebook,NO GAMING,14.0,CORE I5,CORE I5 I5-1135G7,INTEL IRIS XE,8192,SSD,256,500-800,Chrome,Google OS,2.0,1450.459,HP CHROMEBOOK
2023-01-04,France,Asus,Ultraslim Notebook,NO GAMING,14.0,CORE I5,CORE I5 I5-1135G7,INTEL IRIS XE,8192,SSD,256,500-800,Chrome,Google OS,2.0,1494.678,ASUS CHROMEBOOK
2023-01-06,Spain,Asus,Ultraslim Notebook,NO GAMING,14.0,CORE I5,CORE I5 I5-1135G7,INTEL IRIS XE,8192,SSD,256,500-800,Chrome,Google OS,2.0,1496.629,ASUS CHROMEBOOK
2023-01-08,Germany,HP,Ultraslim Notebook,NO GAMING,14.0,CORE I5,CORE I5 I5-1135G7,INTEL IRIS XE,8192,SSD,256,500-800,Chrome,Google OS,2.0,1536.612,HP CHROMEBOOK
2023-01-05,Czech Republic,Acer,Ultraslim Notebook,NO GAMING,14.0,CORE I5,CORE I5 I5-1135G7,INTEL IRIS XE,8192,SSD,256,500-800,Chrome,Google OS,2.0,1543.881,CHROMEBOOK
2023-01-02,Norway,Asus,Ultraslim Notebook,NO GAMING,14.0,CORE I5,CORE I5 I5-1135G7,INTEL IRIS XE,8192,SSD,256,500-800,Chrome,Google OS,2.0,1556.696,ASUS CHROMEBOOK
2023-01-02,Czech Republic,Acer,Ultraslim Notebook,NO GAMING,14.0,CORE I5,CORE I5 I5-1135G7,INTEL IRIS XE,8192,SSD,256,500-800,Chrome,Google OS,2.0,1584.881,CHROMEBOOK
2023-01-05,Belgium,Acer,Ultraslim Notebook,NO GAMING,14.0,CORE I5,CORE I5 I5-1135G7,INTEL IRIS XE,8192,SSD,256,800+,Chrome,Google OS,2.0,1941.448,CHROMEBOOK
2023-01-01,Finland,Asus,Ultraslim Notebook,NO GAMING,14.0,CORE I5,CORE I5 I5-1135G7,INTEL IRIS XE,8192,SSD,256,800+,Chrome,Google OS,2.0,2121.576,ASUS CHROMEBOOK
2023-01-12,Germany,Asus,Ultraslim Notebook,NO GAMING,14.0,CORE I5,CORE I5 I5-1235U,INTEL IRIS XE,8192,SSD,256,500-800,Chrome,Google OS,2.0,1470.356,ASUS CHROMEBOOK
2023-01-11,Belgium,Acer,Ultraslim Notebook,NO GAMING,15.6,CORE I5,CORE I5 I5-1335U,INTEL IRIS XE,8192,SSD,256,500-800,Chrome,Google OS,2.0,1381.617,CHROMEBOOK
2023-01-11,Czech Republic,Acer,Ultraslim Notebook,NO GAMING,15.6,CORE I5,CORE I5 I5-1335U,INTEL IRIS XE,8192,SSD,256,500-800,Chrome,Google OS,2.0,1458.844,CHROMEBOOK
2023-01-08,Canada,HP,Ultraslim Notebook,NO GAMING,14.0,CORE I5,Core i5-1135G7,Intel Iris Xe Graphics,8192,SSD,256,500-800,Chrome,Google OS,2.0,1379.031,HP CHROMEBOOK
2023-01-01,Canada,HP,Ultraslim Notebook,NO GAMING,14.0,CORE I5,Core i5-1135G7,Intel Iris Xe Graphics,8192,SSD,256,500-800,Chrome,Google OS,2.0,1545.417,HP CHROMEBOOK
2023-01-11,Canada,Lenovo,Ultraslim Notebook,NO GAMING,14.0,CORE I5,Core i5-1335U,Intel Iris Xe Graphics,8192,SSD,256,500-800,Windows 11,Windows OS,2.0,1421.29,V14
2023-01-06,Brazil,Lenovo,Ultraslim Notebook,NO GAMING,15.6,CORE I5,CORE I5 I5-1135G7,GEF MX350,8192,SSD,256,800+,Windows 11,Windows OS,2.0,1800.665,V15
2023-01-07,France,Lenovo,Ultraslim Notebook,NO GAMING,15.6,CORE I5,CORE I5 I5-1235U,INTEL IRIS XE,8192,SSD,512,800+,Windows 11,Windows OS,2.0,1836.734,IDEAPAD 1
2023-01-06,France,Lenovo,Ultraslim Notebook,NO GAMING,15.6,CORE I5,CORE I5 I5-1235U,INTEL IRIS XE,8192,SSD,512,800+,Windows 11,Windows OS,2.0,1937.695,IDEAPAD 1
2023-01-04,Mexico,Lenovo,Ultraslim Notebook,NO GAMING,15.6,CORE I5,Core i5-1135G7,Intel Iris Xe Graphics,8192,SSD,512,500-800,Windows 11,Windows OS,2.0,1278.555,V15
2023-01-10,Mexico,Lenovo,Ultraslim Notebook,NO GAMING,15.6,CORE I5,Core i5-1135G7,Intel Iris Xe Graphics,8192,SSD,512,500-800,Windows 11,Windows OS,2.0,1352.758,V15
2023-01-07,Mexico,Lenovo,Ultraslim Notebook,NO GAMING,15.6,CORE I5,Core i5-1135G7,Intel Iris Xe Graphics,8192,SSD,512,500-800,Windows 11,Windows OS,2.0,1379.636,V15
2023-01-01,Germany,Lenovo,Ultraslim Notebook,NO GAMING,15.6,CORE I5,CORE I5 I5-1135G7,INTEL IRIS XE,8192,SSD,512,800+,Windows 11,Windows OS,2.0,1607.641,V15
2023-01-03,Russia,Lenovo,Ultraslim Notebook,NO GAMING,15.6,CORE I5,CORE I5 I5-1135G7,INTEL IRIS XE,8192,SSD,512,800+,Windows 11,Windows OS,2.0,2255.881,V15
2023-01-02,Russia,Lenovo,Ultraslim Notebook,NO GAMING,15.6,CORE I5,CORE I5 I5-1135G7,INTEL IRIS XE,8192,SSD,512,800+,Windows 11,Windows OS,2.0,2432.608,V15
2023-01-04,Austria,Lenovo,Ultraslim Notebook,NO GAMING,15.6,CORE I5,CORE I5 I5-1135G7,INTEL IRIS XE,8192,Hybrid,,500-800,Windows 11,Windows OS,2.0,1215.238,V15
2023-01-11,Poland,Acer,Ultraslim Notebook,NO GAMING,14.0,CORE I5,CORE I5 I5-1135G7,INTEL IRIS XE,8192,SSD,128,500-800,Chrome,Google OS,2.0,1418.644,CHROMEBOOK
2023-01-06,United States,Acer,Ultraslim Notebook,NO GAMING,14.0,CORE I5,Core i5-1135G7,Intel Iris Xe Graphics,8192,SSD,128,500-800,Chrome,Google OS,2.0,1352.0,CHROMEBOOK
2023-01-10,United States,Acer,Ultraslim Notebook,NO GAMING,14.0,CORE I5,Core i5-1135G7,Intel Iris Xe Graphics,8192,SSD,128,500-800,Chrome,Google OS,2.0,1368.0,CHROMEBOOK
2023-01-05,Netherlands,All Other OEMs,Ultraslim Notebook,NO GAMING,15.6,CORE I5,CORE I5 I5-8259U,IRIS PLUS 655,8192,Hybrid,,500-800,Windows 11,Windows OS,2.0,1435.655,CHROMEBIT
2023-01-10,United States,Acer,Ultraslim Notebook,NO GAMING,14.0,CORE I5,Core i5-1135G7,Intel Iris Xe Graphics,16384,SSD,512,800+,Windows 11,Windows OS,2.0,1932.0,TRAVELMATE P4
2023-01-10,Mexico,Lenovo,Ultraslim Notebook,NO GAMING,14.0,CORE I5,Core i5-1235U,Intel Iris Xe Graphics,16384,SSD,512,800+,Windows 11,Windows OS,2.0,1771.802,V14
2023-01-09,Canada,Asus,Ultraslim Notebook,NO GAMING,14.0,CORE I5,Core i5-1135G7,Intel Iris Xe Graphics,16384,SSD,512,800+,Chrome,Google OS,2.0,1616.123,ASUS CHROMEBOOK
2023-01-06,Switzerland,Lenovo,Ultraslim Notebook,NO GAMING,15.6,CORE I5,CORE I5 I5-1135G7,GEF MX350,16384,SSD,256,500-800,Windows 11,Windows OS,2.0,1236.485,V15
2023-01-01,Brazil,Lenovo,Ultraslim Notebook,NO GAMING,15.6,CORE I5,CORE I5 I5-1135G7,GEF MX350,16384,SSD,256,500-800,Windows 11,Windows OS,2.0,1457.92,V15
2023-01-08,Brazil,Lenovo,Ultraslim Notebook,NO GAMING,15.6,CORE I5,CORE I5 I5-1135G7,GEF MX350,16384,SSD,256,800+,Windows 11,Windows OS,2.0,1706.98,V15
2023-01-04,Brazil,Lenovo,Ultraslim Notebook,NO GAMING,15.6,CORE I5,CORE I5 I5-1135G7,GEF MX350,16384,SSD,256,800+,Windows 11,Windows OS,2.0,1905.173,V15
2023-01-04,Turkey,Lenovo,Ultraslim Notebook,NO GAMING,15.6,CORE I5,CORE I5 I5-1135G7,GEF MX350,16384,SSD,1000,500-800,Windows 11,Windows OS,2.0,1517.423,V15
2023-01-02,Switzerland,Lenovo,Ultraslim Notebook,NO GAMING,15.6,CORE I5,CORE I5 I5-1135G7,INTEL IRIS XE,16384,SSD,512,500-800,Windows 11,Windows OS,2.0,1358.315,V15
2023-01-12,Italy,Lenovo,Ultraslim Notebook,NO GAMING,15.6,CORE I5,CORE I5 I5-1135G7,INTEL IRIS XE,16384,SSD,512,800+,Windows 11,Windows OS,2.0,1652.641,V15
2023-01-07,Spain,Lenovo,Ultraslim Notebook,NO GAMING,15.6,CORE I5,CORE I5 I5-1135G7,INTEL IRIS XE,16384,SSD,512,800+,Windows 11,Windows OS,2.0,1744.08,V15
2023-01-07,Poland,Lenovo,Ultraslim Notebook,NO GAMING,15.6,CORE I5,CORE I5 I5-1135G7,INTEL IRIS XE,16384,SSD,1000,500-800,Windows 11,Windows OS,2.0,1276.449,V15
2023-01-05,Poland,Lenovo,Ultraslim Notebook,NO GAMING,15.6,CORE I5,CORE I5 I5-1135G7,INTEL IRIS XE,16384,SSD,736,500-800,Windows 11,Windows OS,2.0,1230.246,V15
2023-01-06,Colombia,Lenovo,Ultraslim Notebook,NO GAMING,15.6,CORE I5,CORE I5 I5-1135G7,INTEL IRIS XE,16384,Hybrid,,800+,Windows 11,Windows OS,2.0,1639.012,V15
2023-01-12,France,Lenovo,Ultraslim Notebook,NO GAMING,15.6,RYZEN 5,RYZEN 5 5500U RYZEN 5,RAD,16384,SSD,512,500-800,Windows 11,Windows OS,2.0,1326.505,IDEAPAD 1
2023-01-04,Netherlands,Lenovo,Ultraslim Notebook,NO GAMING,15.6,RYZEN 5,RYZEN 5 5500U RYZEN 5,RAD,8192,SSD,512,500-800,Windows 11,Windows OS,2.0,1206.573,V15
2023-01-04,Italy,Lenovo,Ultraslim Notebook,NO GAMING,15.6,RYZEN 7,RYZEN 7 5700U RYZEN 7,RAD,16384,SSD,512,500-800,Windows 11,Windows OS,2.0,1219.571,V15
2023-01-06,Netherlands,Lenovo,Ultraslim Notebook,NO GAMING,15.6,RYZEN 7,RYZEN 7 5700U RYZEN 7,RAD,16384,SSD,512,500-800,Windows 11,Windows OS,2.0,1348.893,V15
2023-01-12,Italy,Lenovo,Ultraslim Notebook,NO GAMING,15.6,RYZEN 7,RYZEN 7 5700U RYZEN 7,RAD,16384,SSD,512,500-800,Windows 11,Windows OS,2.0,1427.53,V15
2023-01-11,Italy,Lenovo,Ultraslim Notebook,NO GAMING,15.6,RYZEN 7,RYZEN 7 5700U RYZEN 7,RAD,16384,SSD,512,500-800,Windows 11,Windows OS,2.0,1428.165,V15
2023-01-07,France,Lenovo,Ultraslim Notebook,NO GAMING,15.6,RYZEN 7,RYZEN 7 5700U RYZEN 7,RAD,16384,SSD,512,500-800,Windows 11,Windows OS,2.0,1470.477,IDEAPAD 1
2023-01-09,Belgium,Lenovo,Ultraslim Notebook,NO GAMING,15.6,RYZEN 7,RYZEN 7 5700U RYZEN 7,RAD,16384,SSD,512,800+,Windows 11,Windows OS,2.0,1622.184,IDEAPAD 1
2023-01-04,Italy,Lenovo,Ultraslim Notebook,NO GAMING,15.6,RYZEN 7,RYZEN 7 5700U RYZEN 7,RAD,16384,SSD,512,800+,Windows 11,Windows OS,2.0,1624.65,V15
2023-01-08,Spain,Lenovo,Ultraslim Notebook,NO GAMING,15.6,RYZEN 7,RYZEN 7 5700U RYZEN 7,RAD,16384,SSD,512,800+,Windows 11,Windows OS,2.0,1646.527,IDEAPAD 1
2023-01-03,Spain,Lenovo,Ultraslim Notebook,NO GAMING,15.6,RYZEN 7,RYZEN 7 5700U RYZEN 7,RAD,16384,SSD,512,800+,Windows 11,Windows OS,2.0,1705.615,IDEAPAD 1
2023-01-08,Belgium,Lenovo,Ultraslim Notebook,NO GAMING,15.6,RYZEN 7,RYZEN 7 5700U RYZEN 7,RAD,16384,SSD,512,800+,Windows 11,Windows OS,2.0,1866.357,IDEAPAD 1
2023-01-08,Japan,Lenovo,Ultraslim Notebook,NO GAMING,15.6,RYZEN 7,RYZEN 7 5700U RYZEN 7,RAD,16384,SSD,512,800+,Windows 11,Windows OS,2.0,1927.909,IDEAPAD 1
2023-01-08,Italy,Lenovo,Ultraslim Notebook,NO GAMING,15.6,RYZEN 7,RYZEN 7 5700U RYZEN 7,RAD,16384,SSD,512,800+,Windows 11,Windows OS,2.0,2226.878,V15
2023-01-04,Russia,Lenovo,Ultraslim Notebook,NO GAMING,15.6,RYZEN 7,RYZEN 7 5700U RYZEN 7,RAD,8192,SSD,512,500-800,Windows 11,Windows OS,2.0,1377.704,V15
2023-01-12,Chile,Lenovo,Ultraslim Notebook,NO GAMING,15.6,RYZEN 7,RYZEN 7 5700U RYZEN 7,RAD,8192,SSD,512,500-800,Windows 11,Windows OS,2.0,1473.65,V15
2023-01-08,Chile,Lenovo,Ultraslim Notebook,NO GAMING,15.6,RYZEN 5,RYZEN 5 5500U RYZEN 5,RAD,8192,SSD,256,500-800,Windows 11,Windows OS,2.0,1206.867,V15
2023-01-02,Italy,Lenovo,Ultraslim Notebook,NO GAMING,15.6,RYZEN 5,RYZEN 5 5500U RYZEN 5,RAD,8192,SSD,256,500-800,Windows 11,Windows OS,2.0,1250.994,V15
2023-01-03,Switzerland,Lenovo,Ultraslim Notebook,NO GAMING,15.6,RYZEN 5,RYZEN 5 5500U RYZEN 5,RAD,8192,SSD,256,500-800,Windows 11,Windows OS,2.0,1307.146,V15
2023-01-07,Belgium,Lenovo,Ultraslim Notebook,NO GAMING,15.6,RYZEN 5,RYZEN 5 5500U RYZEN 5,RAD,8192,SSD,256,800+,Windows 11,Windows OS,2.0,1621.994,V15
2023-01-05,Belgium,Lenovo,Ultraslim Notebook,NO GAMING,15.6,RYZEN 5,RYZEN 5 5500U RYZEN 5,RAD,8192,SSD,256,800+,Windows 11,Windows OS,2.0,1643.273,V15
2023-01-04,Belgium,Lenovo,Ultraslim Notebook,NO GAMING,15.6,RYZEN 5,RYZEN 5 5500U RYZEN 5,RAD,8192,SSD,256,800+,Windows 11,Windows OS,2.0,1787.115,V15
2023-01-09,Spain,Lenovo,Ultraslim Notebook,NO GAMING,14.0,3000 SERIES,3000 SERIES 3020E,RAD,8192,SSD,256,800+,Windows 11,Windows OS,2.0,1770.542,IDEAPAD 1
2023-01-02,Turkey,Lenovo,Ultraslim Notebook,NO GAMING,15.6,RYZEN 5,RYZEN 5 5500U RYZEN 5,RAD,16384,SSD,1000,500-800,Windows 11,Windows OS,2.0,1449.375,V15
2023-01-09,Chile,Lenovo,Ultraslim Notebook,NO GAMING,15.6,RYZEN 7,RYZEN 7 5700U RYZEN 7,RAD,16384,SSD,1000,500-800,Windows 11,Windows OS,2.0,1583.2,V15
2023-01-05,Poland,Lenovo,Ultraslim Notebook,NO GAMING,15.6,RYZEN 5,RYZEN 5 5500U RYZEN 5,RAD,16384,SSD,2000,500-800,Windows 11,Windows OS,2.0,1327.429,V15
2023-01-09,Spain,Lenovo,Ultraslim Notebook,NO GAMING,15.6,CORE I3,CORE I3 I3-1115G4,INTEL UHD GPU,8192,SSD,256,500-800,Windows 11,Windows OS,2.0,1299.48,V15
2023-01-11,France,Lenovo,Ultraslim Notebook,NO GAMING,15.6,CORE I3,CORE I3 I3-1115G4,INTEL UHD GPU,8192,SSD,256,500-800,Windows 11,Windows OS,2.0,1347.765,V15
2023-01-08,Netherlands,HP,Ultraslim Notebook,NO GAMING,14.0,CORE I3,CORE I3 I3-1115G4,INTEL UHD GPU,8192,SSD,256,500-800,Chrome,Google OS,2.0,1448.68,HP CHROMEBOOK
2023-01-12,Germany,Asus,Ultraslim Notebook,NO GAMING,14.0,CORE I3,CORE I3 I3-1215U,INTEL UHD GPU,8192,SSD,256,500-800,Chrome,Google OS,2.0,1315.524,ASUS CHROMEBOOK
2023-01-10,Canada,Lenovo,Ultraslim Notebook,NO GAMING,15.6,CORE I3,Core i3-1215U,Intel Iris Xe Graphics,8192,SSD,256,500-800,Windows 11,Windows OS,2.0,1306.762,V14
2023-01-12,Czech Republic,Acer,Ultraslim Notebook,NO GAMING,14.0,RYZEN 5,RYZEN 5 7520C RYZEN 5,RAD 610M,8192,SSD,256,500-800,Chrome,Google OS,2.0,1199.125,CHROMEBOOK
2023-01-11,Belgium,Lenovo,Ultraslim Notebook,NO GAMING,15.6,RYZEN 5,RYZEN 5 7520U RYZEN 5,RAD 610M,8192,SSD,256,500-800,Windows 11,Windows OS,2.0,1303.333,V15
2023-01-07,Belgium,Lenovo,Ultraslim Notebook,NO GAMING,15.6,RYZEN 5,RYZEN 5 7520U RYZEN 5,RAD 610M,8192,SSD,256,800+,Windows 11,Windows OS,2.0,1628.535,V15
2023-01-11,Netherlands,Lenovo,Ultraslim Notebook,NO GAMING,15.6,RYZEN 5,RYZEN 5 7520U RYZEN 5,RAD 610M,8192,SSD,256,800+,Windows 11,Windows OS,2.0,1795.256,V15
2023-01-12,Poland,Lenovo,Ultraslim Notebook,NO GAMING,15.6,RYZEN 3,RYZEN 3 7320U RYZEN 3,RAD 610M,8192,SSD,256,500-800,Windows 11,Windows OS,2.0,1282.581,V15
2023-01-11,Italy,Lenovo,Ultraslim Notebook,NO GAMING,15.6,RYZEN 3,RYZEN 3 7320U RYZEN 3,RAD 610M,8192,SSD,256,500-800,Windows 11,Windows OS,2.0,1358.344,V15
2023-01-08,France,Lenovo,Ultraslim Notebook,NO GAMING,14.0,RYZEN 3,RYZEN 3 7320U RYZEN 3,RAD 610M,8192,SSD,256,500-800,Windows 11,Windows OS,2.0,1403.615,IDEAPAD 1
2023-01-07,Czech Republic,Lenovo,Ultraslim Notebook,NO GAMING,15.6,RYZEN 5,RYZEN 5 7520U RYZEN 5,RAD 610M,8192,SSD,512,500-800,Windows 11,Windows OS,2.0,1240.477,V15
2023-01-05,Czech Republic,Lenovo,Ultraslim Notebook,NO GAMING,15.6,RYZEN 5,RYZEN 5 7520U RYZEN 5,RAD 610M,8192,SSD,512,500-800,Windows 11,Windows OS,2.0,1309.759,V15
2023-01-08,Spain,Lenovo,Ultraslim Notebook,NO GAMING,15.6,RYZEN 5,RYZEN 5 7520U RYZEN 5,RAD 610M,8192,SSD,512,500-800,Windows 11,Windows OS,2.0,1424.498,V15
2023-01-10,Netherlands,Lenovo,Ultraslim Notebook,NO GAMING,15.6,RYZEN 5,RYZEN 5 7520U RYZEN 5,RAD 610M,8192,SSD,512,500-800,Windows 11,Windows OS,2.0,1476.866,V15
2023-01-01,Poland,Lenovo,Ultraslim Notebook,NO GAMING,15.6,CORE I3,CORE I3 I3-1115G4,INTEL UHD GPU,8192,SSD,512,500-800,Windows 11,Windows OS,2.0,1224.313,V15
2023-01-08,Czech Republic,Lenovo,Ultraslim Notebook,NO GAMING,15.6,RYZEN 3,RYZEN 3 7320U RYZEN 3,RAD 610M,8192,SSD,512,500-800,Windows 11,Windows OS,2.0,1236.544,V15
2023-01-02,Colombia,Lenovo,Ultraslim Notebook,NO GAMING,15.6,RYZEN 7,RYZEN 7 3700U RYZEN 7,RAD RX VEGA 10,8192,SSD,512,500-800,Windows 11,Windows OS,2.0,1236.901,IDEAPAD 1
2023-01-09,Colombia,Lenovo,Ultraslim Notebook,NO GAMING,15.6,RYZEN 7,RYZEN 7 3700U RYZEN 7,RAD RX VEGA 10,8192,SSD,512,500-800,Windows 11,Windows OS,2.0,1269.159,IDEAPAD 1
2023-01-12,United States,Acer,Ultraslim Notebook,NO GAMING,14.0,RYZEN 7,AMD Ryzen 7 PRO 6850U,AMD Radeon Graphics,16384,SSD,512,800+,Windows 11,Windows OS,2.0,2180.0,TRAVELMATE P4
2023-01-10,United States,Acer,Ultraslim Notebook,NO GAMING,14.0,RYZEN 7,AMD Ryzen 7 PRO 6850U,AMD Radeon Graphics,16384,SSD,512,800+,Windows 11,Windows OS,2.0,2180.0,TRAVELMATE P4
2023-01-09,Canada,Lenovo,Ultraslim Notebook,NO GAMING,14.0,RYZEN 5,AMD Ryzen 5 5500U,AMD Radeon Graphics,16384,SSD,512,500-800,Windows 11,Windows OS,2.0,1322.015,V14
2023-01-04,Mexico,Acer,Ultraslim Notebook,NO GAMING,14.0,RYZEN 5,AMD Ryzen 5 PRO 6650U,AMD Radeon 660M,16384,SSD,512,500-800,Windows 11,Windows OS,2.0,1416.812,TRAVELMATE P4
2023-01-04,Belgium,Lenovo,Ultraslim Notebook,NO GAMING,14.0,RYZEN 5,RYZEN 5 7520U RYZEN 5,RAD 610M,16384,SSD,512,500-800,Windows 11,Windows OS,2.0,1292.138,IDEAPAD 1
2023-01-08,Belgium,Lenovo,Ultraslim Notebook,NO GAMING,14.0,RYZEN 5,RYZEN 5 7520U RYZEN 5,RAD 610M,16384,SSD,512,500-800,Windows 11,Windows OS,2.0,1415.705,IDEAPAD 1
2023-01-03,Netherlands,Lenovo,Ultraslim Notebook,NO GAMING,14.0,RYZEN 5,RYZEN 5 7520U RYZEN 5,RAD 610M,16384,SSD,512,500-800,Windows 11,Windows OS,2.0,1473.702,IDEAPAD 1
2023-01-05,Belgium,Lenovo,Ultraslim Notebook,NO GAMING,14.0,RYZEN 5,RYZEN 5 7520U RYZEN 5,RAD 610M,16384,SSD,512,500-800,Windows 11,Windows OS,2.0,1532.838,IDEAPAD 1
2023-01-12,Italy,Lenovo,Ultraslim Notebook,NO GAMING,15.6,RYZEN 5,RYZEN 5 7520U RYZEN 5,RAD 610M,16384,SSD,512,800+,Windows 11,Windows OS,2.0,1603.226,V15
2023-01-12,Sweden,Lenovo,Ultraslim Notebook,NO GAMING,15.6,RYZEN 5,RYZEN 5 7520U RYZEN 5,RAD 610M,16384,SSD,512,800+,Windows 11,Windows OS,2.0,1795.394,V15
2023-01-11,Mexico,Lenovo,Ultraslim Notebook,NO GAMING,15.6,RYZEN 7,AMD Ryzen 7 5700U,AMD Radeon Graphics,12288,SSD,512,800+,Windows 11,Windows OS,2.0,1977.275,IDEAPAD 1
2023-01-05,Mexico,Lenovo,Ultraslim Notebook,NO GAMING,15.6,RYZEN 7,AMD Ryzen 7 5700U,AMD Radeon Graphics,12288,SSD,512,800+,Windows 11,Windows OS,2.0,2129.486,IDEAPAD 1
2023-01-04,Mexico,HP,Ultraslim Notebook,NO GAMING,11.6,CELERON,Celeron N3350,Intel HD Graphics 500,4096,eMMC,32,800+,Chrome,Google OS,2.0,1696.189,HP CHROMEBOOK
2023-01-05,Switzerland,Acer,Ultraslim Notebook,NO GAMING,15.6,PENTIUM SILVER,PENTIUM SILVER N6000 PENT.SILV,INTEL UHD GPU,8192,SSD,128,500-800,Chrome,Google OS,2.0,1318.593,CHROMEBOOK
2023-01-08,Italy,HP,Ultraslim Notebook,NO GAMING,15.6,CELERON N,CELERON N N4500 CELERON,INTEL UHD GPU,8192,SSD,128,800+,Chrome,Google OS,2.0,2124.657,HP CHROMEBOOK
2023-01-11,Germany,Acer,Ultraslim Notebook,NO GAMING,14.0,PENTIUM SILVER,PENTIUM SILVER N5030 PENT.SILV,UHD GRAPH. 605,8192,SSD,64,500-800,Chrome,Google OS,2.0,1282.175,CHROMEBOOK
2023-01-10,France,Acer,Ultraslim Notebook,NO GAMING,15.6,PENTIUM 4417U,PENTIUM 4417U PENTIUM,HD GRAPH. 610,8192,SSD,32,500-800,Chrome,Google OS,2.0,1240.358,CHROMEBOOK
2023-01-12,France,Asus,Ultraslim Notebook,NO GAMING,17.3,PENTIUM SILVER,PENTIUM SILVER N6000 PENT.SILV,INTEL UHD GPU,8192,SSD,32,500-800,Chrome,Google OS,2.0,1291.366,ASUS CHROMEBOOK
2023-01-01,Mexico,HP,Ultraslim Notebook,NO GAMING,14.0,RYZEN 3,AMD Ryzen 3 3250C,AMD Radeon Graphics,8192,SSD,128,500-800,Chrome,Google OS,2.0,1225.674,HP CHROMEBOOK
2023-01-02,Switzerland,Acer,Ultraslim Notebook,NO GAMING,14.0,KOMPANIO 828,KOMPANIO 828 KOMPANIO,MALI-G57 MC5,8192,SSD,64,800+,Chrome,Google OS,2.0,1729.06,CHROMEBOOK
2023-01-01,France,Acer,Ultraslim Notebook,NO GAMING,15.6,PENTIUM 4417U,PENTIUM 4417U PENTIUM,HD GRAPH. 610,8192,SSD,32,500-800,Chrome,Google OS,2.0,1252.984,CHROMEBOOK
2023-01-02,France,Acer,Ultraslim Notebook,NO GAMING,15.6,PENTIUM 4417U,PENTIUM 4417U PENTIUM,HD GRAPH. 610,8192,SSD,32,500-800,Chrome,Google OS,2.0,1279.179,CHROMEBOOK
2023-01-07,Belgium,Asus,Ultraslim Notebook,NO GAMING,14.0,CORE I3,CORE I3 I3-1115G4,INTEL UHD GPU,8192,SSD,128,500-800,Chrome,Google OS,2.0,1196.875,ASUS CHROMEBOOK
2023-01-08,Belgium,HP,Ultraslim Notebook,NO GAMING,14.0,CORE I3,CORE I3 I3-1115G4,INTEL UHD GPU,8192,SSD,128,500-800,Chrome,Google OS,2.0,1327.773,HP CHROMEBOOK
2023-01-10,Belgium,Asus,Ultraslim Notebook,NO GAMING,14.0,CORE I3,CORE I3 I3-1115G4,INTEL UHD GPU,8192,SSD,128,500-800,Chrome,Google OS,2.0,1364.392,ASUS CHROMEBOOK
2023-01-04,Germany,Acer,Ultraslim Notebook,NO GAMING,14.0,CORE I3,CORE I3 I3-1115G4,INTEL UHD GPU,8192,SSD,128,500-800,Chrome,Google OS,2.0,1561.83,CHROMEBOOK
2023-01-12,Austria,Asus,Ultraslim Notebook,NO GAMING,14.0,CORE I3,CORE I3 I3-1215U,INTEL UHD GPU,8192,SSD,128,800+,Chrome,Google OS,2.0,2323.58,ASUS CHROMEBOOK
