Month,Country,OEMGROUP,SUBFORMFACTOR,GAMINGPRODUCTS,SCREEN_SIZE_INCHES,CPU_GROUP,CPU_MODEL,GPU_MODEL,CPU Ram,STORAGE_TYPE,SSD Capacity GB,PRICE_BRAND_USD_3,OS_VERSION,Operating_System_Summary,Sales_Units,Sales_Value,Series
2023-01-04,United States,Asus,Ultraslim Notebook,NO GAMING,15.6,CELERON,Celeron N4500,Intel UHD Graphics,4096,eMMC,64,300-500,Chrome,Google OS,45.0,14886.0,ASUS CHROMEBOOK
2023-01-12,United States,Asus,Ultraslim Notebook,NO GAMING,15.6,CELERON,Celeron N4500,Intel UHD Graphics,4096,eMMC,64,0-300,Chrome,Google OS,62.0,15567.0,ASUS CHROMEBOOK
2023-01-01,United States,Asus,Ultraslim Notebook,NO GAMING,15.6,CELERON,Celeron N4500,Intel UHD Graphics,4096,eMMC,64,300-500,Chrome,Google OS,69.0,21053.0,ASUS CHROMEBOOK
2023-01-02,United States,Asus,Ultraslim Notebook,NO GAMING,15.6,CELERON,Celeron N4500,Intel UHD Graphics,4096,eMMC,64,0-300,Chrome,Google OS,80.0,21105.0,ASUS CHROMEBOOK
2023-01-07,United States,Lenovo,Ultraslim Notebook,NO GAMING,15.6,CELERON,Celeron N4500,Intel UHD Graphics,4096,eMMC,128,300-500,Windows 11,Windows OS,85.0,26205.0,IDEAPAD 1
2023-01-03,United States,Asus,Ultraslim Notebook,NO GAMING,15.6,CELERON,Celeron N4500,Intel UHD Graphics,4096,eMMC,64,0-300,Chrome,Google OS,100.0,28566.0,ASUS CHROMEBOOK
2023-01-08,United States,Lenovo,Ultraslim Notebook,NO GAMING,15.6,CELERON,Celeron N4500,Intel UHD Graphics,4096,eMMC,128,0-300,Windows 11,Windows OS,126.0,37062.0,IDEAPAD 1
2023-01-05,United States,Lenovo,Ultraslim Notebook,NO GAMING,15.6,CELERON,Celeron N4500,Intel UHD Graphics,4096,eMMC,128,300-500,Windows 11,Windows OS,118.0,38884.0,IDEAPAD 1
2023-01-10,United States,Lenovo,Ultraslim Notebook,NO GAMING,15.6,ATHLON SILVER,Athlon Silver 3050U,AMD Radeon Graphics,4096,eMMC,128,0-300,Windows 11,Windows OS,144.0,21050.0,IDEAPAD 1
2023-01-06,United States,Lenovo,Ultraslim Notebook,NO GAMING,15.6,PENTIUM SILVER,Pentium Silver N6000,Intel UHD Graphics,4096,eMMC,128,0-300,Windows 11,Windows OS,181.0,24077.0,IDEAPAD 1
2023-01-03,United States,Lenovo,Ultraslim Notebook,NO GAMING,15.6,PENTIUM SILVER,Pentium Silver N6000,Intel UHD Graphics,4096,eMMC,128,0-300,Windows 11,Windows OS,180.0,25849.0,IDEAPAD 1
2023-01-05,United States,Lenovo,Ultraslim Notebook,NO GAMING,15.6,PENTIUM SILVER,Pentium Silver N6000,Intel UHD Graphics,4096,eMMC,128,0-300,Windows 11,Windows OS,201.0,26579.0,IDEAPAD 1
2023-01-07,United States,Lenovo,Ultraslim Notebook,NO GAMING,15.6,PENTIUM SILVER,Pentium Silver N6000,Intel UHD Graphics,4096,eMMC,128,0-300,Windows 11,Windows OS,254.0,33785.0,IDEAPAD 1
2023-01-01,United States,Lenovo,Ultraslim Notebook,NO GAMING,15.6,PENTIUM SILVER,Pentium Silver N6000,Intel UHD Graphics,4096,eMMC,128,800+,Chrome,Google OS,26.0,35807.0,CHROMEBOOK
2023-01-04,United States,Lenovo,Ultraslim Notebook,NO GAMING,15.6,PENTIUM SILVER,Pentium Silver N6000,Intel UHD Graphics,4096,eMMC,128,500-800,Chrome,Google OS,68.0,38161.0,CHROMEBOOK
2023-01-09,United States,Lenovo,Ultraslim Notebook,NO GAMING,15.6,PENTIUM SILVER,Pentium Silver N6000,Intel UHD Graphics,4096,eMMC,128,500-800,Chrome,Google OS,73.0,38958.0,CHROMEBOOK
2023-01-07,United States,HP,Ultraslim Notebook,NO GAMING,15.6,PENTIUM SILVER,Pentium Silver N6000,Intel UHD Graphics,8192,eMMC,64,0-300,Chrome,Google OS,173.0,24333.0,HP CHROMEBOOK
2023-01-05,United States,HP,Ultraslim Notebook,NO GAMING,15.6,N200,Intel N200,Intel UHD Graphics,8192,eMMC,64,300-500,Chrome,Google OS,106.0,34826.0,HP CHROMEBOOK
2023-01-06,Mexico,Lenovo,Ultraslim Notebook,NO GAMING,15.6,CORE I7,Core i7-1165G7,Intel Iris Xe Graphics,16384,HDD+SSD,256,800+,Windows 11,Windows OS,27.0,23359.073,V15
2023-01-08,Mexico,Lenovo,Ultraslim Notebook,NO GAMING,15.6,CORE I7,Core i7-1165G7,Intel Iris Xe Graphics,16384,HDD+SSD,256,800+,Windows 11,Windows OS,24.0,24074.144,V15
2023-01-07,Mexico,Lenovo,Ultraslim Notebook,NO GAMING,15.6,CORE I7,Core i7-1165G7,Intel Iris Xe Graphics,16384,HDD+SSD,256,800+,Windows 11,Windows OS,37.0,39600.904,V15
2023-01-06,Canada,Acer,Ultraslim Notebook,NO GAMING,15.6,CELERON,Celeron N4500,Intel UHD Graphics,4096,eMMC,64,0-300,Windows 11,Windows OS,118.0,28343.333,ASPIRE 1
2023-01-07,Canada,Acer,Ultraslim Notebook,NO GAMING,15.6,CELERON,Celeron N4020,Intel UHD Graphics 600,4096,eMMC,128,0-300,Windows 11,Windows OS,76.0,16783.521,ASPIRE 1
2023-01-11,Canada,Acer,Ultraslim Notebook,NO GAMING,15.6,CELERON,Celeron N4020,Intel UHD Graphics 600,4096,eMMC,64,0-300,Windows 11,Windows OS,121.0,21831.493,ASPIRE 1
2023-01-10,Canada,Acer,Ultraslim Notebook,NO GAMING,15.6,CELERON,Celeron N4020,Intel UHD Graphics 600,4096,eMMC,64,0-300,Windows 11,Windows OS,125.09,22683.711,ASPIRE 1
2023-01-12,Canada,Acer,Ultraslim Notebook,NO GAMING,15.6,CELERON,Celeron N4020,Intel UHD Graphics 600,4096,eMMC,64,0-300,Windows 11,Windows OS,164.0,29856.918,ASPIRE 1
2023-01-09,Canada,Acer,Ultraslim Notebook,NO GAMING,15.6,CELERON,Celeron N4020,Intel UHD Graphics 600,4096,eMMC,64,0-300,Windows 11,Windows OS,208.0,37364.083,ASPIRE 1
2023-01-08,Canada,Acer,Ultraslim Notebook,NO GAMING,15.6,CELERON,Celeron N4020,Intel UHD Graphics 600,4096,eMMC,64,0-300,Windows 11,Windows OS,196.0,38912.071,ASPIRE 1
2023-01-03,Canada,Acer,Ultraslim Notebook,NO GAMING,14.0,CELERON,Celeron N4020,Intel UHD Graphics 600,4096,eMMC,64,0-300,Chrome,Google OS,104.0,18642.487,CHROMEBOOK
2023-01-04,Canada,Acer,Ultraslim Notebook,NO GAMING,14.0,MT8183C,MediaTek MT8183C,ARM Mali-G72 MP3,4096,eMMC,64,0-300,Chrome,Google OS,83.0,19063.861,CHROMEBOOK
2023-01-07,Canada,Acer,Ultraslim Notebook,NO GAMING,14.0,MT8183C,MediaTek MT8183C,ARM Mali-G72 MP3,4096,eMMC,64,0-300,Chrome,Google OS,128.0,29212.28,CHROMEBOOK
2023-01-02,Canada,Acer,Ultraslim Notebook,NO GAMING,14.0,CELERON,Celeron N4020,Intel UHD Graphics 600,4096,eMMC,64,0-300,Chrome,Google OS,169.0,29830.615,CHROMEBOOK
2023-01-01,Canada,Acer,Ultraslim Notebook,NO GAMING,14.0,CELERON,Celeron N4020,Intel UHD Graphics 600,4096,eMMC,64,0-300,Chrome,Google OS,204.0,37874.704,CHROMEBOOK
2023-01-01,Canada,Acer,Ultraslim Notebook,NO GAMING,14.0,CELERON,Celeron N4020,Intel UHD Graphics 600,4096,eMMC,32,0-300,Chrome,Google OS,94.3,14128.935,CHROMEBOOK
2023-01-10,Canada,Acer,Ultraslim Notebook,NO GAMING,14.0,CELERON,Celeron N4020,Intel UHD Graphics 600,4096,eMMC,32,0-300,Chrome,Google OS,140.02,15801.021,CHROMEBOOK
2023-01-06,Canada,Acer,Ultraslim Notebook,NO GAMING,14.0,MT8183C,MediaTek MT8183C,ARM Mali-G72 MP3,4096,eMMC,128,0-300,Chrome,Google OS,113.75,29798.774,CHROMEBOOK
2023-01-05,Canada,Acer,Ultraslim Notebook,NO GAMING,14.0,MT8183C,MediaTek MT8183C,ARM Mali-G72 MP3,4096,eMMC,128,0-300,Chrome,Google OS,128.93,29927.818,CHROMEBOOK
2023-01-07,Canada,Acer,Ultraslim Notebook,NO GAMING,14.0,MT8183C,MediaTek MT8183C,ARM Mali-G72 MP3,4096,eMMC,128,0-300,Chrome,Google OS,121.68,31409.048,CHROMEBOOK
2023-01-10,Canada,Acer,Ultraslim Notebook,NO GAMING,14.0,MT8183,MediaTek MT8183,ARM Mali-G72 MP3,8192,eMMC,128,300-500,Chrome,Google OS,81.0,26960.528,CHROMEBOOK
2023-01-05,Canada,Acer,Ultraslim Notebook,NO GAMING,14.0,CELERON,Celeron N4020,Intel UHD Graphics 600,4096,eMMC,64,0-300,Chrome,Google OS,81.0,13705.356,CHROMEBOOK
2023-01-06,Canada,Acer,Ultraslim Notebook,NO GAMING,14.0,CELERON,Celeron N4020,Intel UHD Graphics 600,4096,eMMC,64,0-300,Chrome,Google OS,70.0,14276.94,CHROMEBOOK
2023-01-04,Canada,Acer,Ultraslim Notebook,NO GAMING,14.0,CELERON,Celeron N4020,Intel UHD Graphics 600,4096,eMMC,64,0-300,Chrome,Google OS,117.0,20104.435,CHROMEBOOK
2023-01-09,Canada,Acer,Ultraslim Notebook,NO GAMING,14.0,CELERON,Celeron N4020,Intel UHD Graphics 600,4096,eMMC,64,0-300,Chrome,Google OS,117.0,21346.462,CHROMEBOOK
2023-01-03,Canada,Acer,Ultraslim Notebook,NO GAMING,14.0,CELERON,Celeron N4020,Intel UHD Graphics 600,4096,eMMC,64,0-300,Chrome,Google OS,112.0,24570.564,CHROMEBOOK
2023-01-02,Canada,Acer,Ultraslim Notebook,NO GAMING,14.0,CELERON,Celeron N4020,Intel UHD Graphics 600,4096,eMMC,64,0-300,Chrome,Google OS,111.0,25014.833,CHROMEBOOK
2023-01-01,Canada,Acer,Ultraslim Notebook,NO GAMING,14.0,CELERON,Celeron N4020,Intel UHD Graphics 600,4096,eMMC,64,0-300,Chrome,Google OS,126.0,28220.663,CHROMEBOOK
2023-01-11,Canada,Acer,Ultraslim Notebook,NO GAMING,14.0,CELERON,Celeron N4000,Intel UHD Graphics 600,4096,eMMC,32,0-300,Chrome,Google OS,252.0,37436.839,CHROMEBOOK
2023-01-12,Canada,Acer,Ultraslim Notebook,NO GAMING,14.0,MT8183C,MediaTek MT8183C,ARM Mali-G72 MP3,4096,eMMC,64,0-300,Chrome,Google OS,153.0,25414.859,CHROMEBOOK
2023-01-05,Canada,Acer,Ultraslim Notebook,NO GAMING,14.0,MT8183,MediaTek MT8183,ARM Mali-G72 MP3,8192,eMMC,128,0-300,Chrome,Google OS,64.0,16792.764,CHROMEBOOK
2023-01-10,Canada,Acer,Ultraslim Notebook,NO GAMING,14.0,MT8183,MediaTek MT8183,ARM Mali-G72 MP3,8192,eMMC,128,0-300,Chrome,Google OS,152.0,40420.455,CHROMEBOOK
2023-01-11,United States,Acer,Ultraslim Notebook,NO GAMING,14.0,CELERON,Celeron N4020,Intel UHD Graphics 600,4096,eMMC,64,0-300,Chrome,Google OS,74.0,13734.0,CHROMEBOOK
2023-01-07,Mexico,Lenovo,Ultraslim Notebook,NO GAMING,14.0,CELERON,Celeron N4500,Intel UHD Graphics,8192,HDD+SSD,128,300-500,Windows 11,Windows OS,84.0,31297.243,V14
2023-01-06,Mexico,Lenovo,Ultraslim Notebook,NO GAMING,14.0,CELERON,Celeron N4500,Intel UHD Graphics,8192,HDD+SSD,128,300-500,Windows 11,Windows OS,93.0,34019.433,V14
2023-01-03,Canada,Acer,Ultraslim Notebook,NO GAMING,14.0,CELERON,Celeron N4120,Intel UHD Graphics 600,4096,eMMC,64,0-300,Chrome,Google OS,97.01,17861.576,CHROMEBOOK
2023-01-01,Mexico,Lenovo,Ultraslim Notebook,NO GAMING,11.6,CELERON,Celeron N4020,Intel UHD Graphics 600,4096,eMMC,32,300-500,Chrome,Google OS,555.7,234296.424,CHROMEBOOK
2023-01-02,Mexico,Lenovo,Ultraslim Notebook,NO GAMING,11.6,CELERON,Celeron N4020,Intel UHD Graphics 600,4096,eMMC,32,300-500,Chrome,Google OS,597.89,260099.827,CHROMEBOOK
2023-01-08,Canada,Asus,Ultraslim Notebook,NO GAMING,17.3,PENTIUM SILVER,Pentium Silver N6000,Intel UHD Graphics,8192,eMMC,128,0-300,Chrome,Google OS,56.97,15413.495,ASUS CHROMEBOOK
2023-01-05,Canada,Asus,Ultraslim Notebook,NO GAMING,17.3,PENTIUM SILVER,Pentium Silver N6000,Intel UHD Graphics,8192,eMMC,128,300-500,Chrome,Google OS,75.31,26503.055,ASUS CHROMEBOOK
2023-01-04,Canada,Asus,Ultraslim Notebook,NO GAMING,17.3,PENTIUM SILVER,Pentium Silver N6000,Intel UHD Graphics,8192,eMMC,128,300-500,Chrome,Google OS,87.24,31236.887,ASUS CHROMEBOOK
2023-01-08,United States,Asus,Ultraslim Notebook,NO GAMING,17.3,CELERON,Celeron N4500,Intel UHD Graphics,4096,eMMC,64,0-300,Chrome,Google OS,105.0,18395.0,ASUS CHROMEBOOK
2023-01-09,United States,Asus,Ultraslim Notebook,NO GAMING,17.3,CELERON,Celeron N4500,Intel UHD Graphics,4096,eMMC,64,0-300,Chrome,Google OS,254.0,38367.0,ASUS CHROMEBOOK
2023-01-09,United States,Asus,Ultraslim Notebook,NO GAMING,17.3,CELERON,Celeron N4500,Intel UHD Graphics 630,4096,eMMC,64,0-300,Chrome,Google OS,300.0,32921.0,ASUS CHROMEBOOK
2023-01-03,Mexico,Lenovo,Ultraslim Notebook,NO GAMING,11.6,CELERON,Celeron N4020,Intel UHD Graphics 600,4096,eMMC,32,300-500,Chrome,Google OS,48.57,21595.725,CHROMEBOOK
2023-01-11,United States,Lenovo,Ultraslim Notebook,GAMING,16.0,CORE I5,Core i5-1235U,Intel Iris Xe Graphics,8192,eMMC,256,500-800,Chrome,Google OS,21.0,14371.0,CHROMEBOOK
2023-01-12,United States,Lenovo,Ultraslim Notebook,GAMING,16.0,CORE I5,Core i5-1235U,Intel Iris Xe Graphics,8192,eMMC,256,500-800,Chrome,Google OS,20.0,14871.0,CHROMEBOOK
2023-01-06,United States,Lenovo,Ultraslim Notebook,GAMING,16.0,CORE I5,Core i5-1235U,Intel Iris Xe Graphics,8192,eMMC,256,300-500,Chrome,Google OS,32.0,15487.0,CHROMEBOOK
2023-01-07,United States,Lenovo,Ultraslim Notebook,GAMING,16.0,CORE I5,Core i5-1235U,Intel Iris Xe Graphics,8192,eMMC,256,500-800,Chrome,Google OS,31.0,16343.0,CHROMEBOOK
2023-01-01,United States,Lenovo,Ultraslim Notebook,GAMING,16.0,CORE I5,Core i5-1235U,Intel Iris Xe Graphics,8192,eMMC,256,500-800,Chrome,Google OS,33.0,19256.0,CHROMEBOOK
2023-01-05,United States,Lenovo,Ultraslim Notebook,GAMING,16.0,CORE I5,Core i5-1235U,Intel Iris Xe Graphics,8192,eMMC,256,500-800,Chrome,Google OS,42.0,23555.0,CHROMEBOOK
2023-01-04,United States,Lenovo,Ultraslim Notebook,GAMING,16.0,CORE I5,Core i5-1235U,Intel Iris Xe Graphics,8192,eMMC,256,500-800,Chrome,Google OS,61.0,34918.0,CHROMEBOOK
2023-01-01,Mexico,Asus,Ultraslim Notebook,NO GAMING,14.0,CELERON,Celeron N4020,Intel HD Graphics 5000,4096,eMMC,64,0-300,Windows 11,Windows OS,313.0,55703.475,ASUS
2023-01-01,Mexico,HP,Ultraslim Notebook,NO GAMING,11.6,CELERON,Celeron N4020,Intel UHD Graphics 600,4096,eMMC,32,0-300,Chrome,Google OS,192.04,47770.411,HP CHROMEBOOK
2023-01-12,Mexico,HP,Ultraslim Notebook,NO GAMING,11.6,CELERON,Celeron N4020,Intel UHD Graphics 600,4096,eMMC,32,300-500,Chrome,Google OS,202.29,68474.746,HP CHROMEBOOK
2023-01-10,Mexico,HP,Ultraslim Notebook,NO GAMING,11.6,CELERON,Celeron N4020,Intel UHD Graphics 600,4096,eMMC,32,300-500,Chrome,Google OS,216.99,69950.219,HP CHROMEBOOK
2023-01-11,Mexico,HP,Ultraslim Notebook,NO GAMING,11.6,CELERON,Celeron N4020,Intel UHD Graphics 600,4096,eMMC,32,300-500,Chrome,Google OS,451.58,141970.624,HP CHROMEBOOK
2023-01-11,Canada,Asus,Ultraslim Notebook,NO GAMING,14.0,CELERON,Celeron N5100,Intel UHD Graphics,4096,eMMC,64,0-300,Chrome,Google OS,631.0,104997.834,ASUS CHROMEBOOK
2023-01-12,Canada,Asus,Ultraslim Notebook,NO GAMING,14.0,CELERON,Celeron N5100,Intel UHD Graphics,4096,eMMC,64,0-300,Chrome,Google OS,1000.0,169359.751,ASUS CHROMEBOOK
2023-01-01,Canada,Asus,Ultraslim Notebook,NO GAMING,14.0,PENTIUM,Pentium N4200,Intel HD Graphics 500,4096,eMMC,64,0-300,Chrome,Google OS,85.39,14551.736,ASUS CHROMEBOOK
2023-01-04,Canada,Asus,Ultraslim Notebook,NO GAMING,14.0,PENTIUM,Pentium N4200,Intel HD Graphics 500,4096,eMMC,64,0-300,Chrome,Google OS,105.15,16087.956,ASUS CHROMEBOOK
2023-01-01,Canada,Asus,Ultraslim Notebook,NO GAMING,15.6,CELERON,Celeron N3350,Intel HD Graphics 500,4096,eMMC,64,0-300,Chrome,Google OS,76.16,13492.173,ASUS CHROMEBOOK
2023-01-01,Canada,Asus,Ultraslim Notebook,NO GAMING,15.6,PENTIUM SILVER,Pentium Silver N6000,Intel UHD Graphics,4096,eMMC,64,0-300,Chrome,Google OS,100.0,23068.163,ASUS CHROMEBOOK
2023-01-05,Canada,Asus,Ultraslim Notebook,NO GAMING,15.6,PENTIUM SILVER,Pentium Silver N6000,Intel UHD Graphics,4096,eMMC,64,0-300,Chrome,Google OS,99.0,24507.266,ASUS CHROMEBOOK
2023-01-03,Canada,Asus,Ultraslim Notebook,NO GAMING,15.6,PENTIUM SILVER,Pentium Silver N6000,Intel UHD Graphics,4096,eMMC,64,0-300,Chrome,Google OS,144.0,31710.927,ASUS CHROMEBOOK
2023-01-06,Canada,Asus,Ultraslim Notebook,NO GAMING,15.6,PENTIUM SILVER,Pentium Silver N6000,Intel UHD Graphics,4096,eMMC,64,0-300,Chrome,Google OS,176.0,34003.485,ASUS CHROMEBOOK
2023-01-02,Canada,Asus,Ultraslim Notebook,NO GAMING,14.0,PENTIUM,Pentium N4200,Intel HD Graphics 505,4096,eMMC,32,0-300,Chrome,Google OS,146.0,16931.439,ASUS CHROMEBOOK
2023-01-01,Canada,Asus,Ultraslim Notebook,NO GAMING,14.0,PENTIUM,Pentium N4200,Intel HD Graphics 505,4096,eMMC,32,0-300,Chrome,Google OS,189.0,22494.182,ASUS CHROMEBOOK
2023-01-03,Canada,Asus,Ultraslim Notebook,NO GAMING,11.6,CELERON,Celeron N3350,Intel HD Graphics 500,4096,eMMC,32,0-300,Chrome,Google OS,226.01,24607.144,ASUS CHROMEBOOK
2023-01-04,United States,Samsung,Ultraslim Notebook,NO GAMING,15.6,CELERON,Celeron N4000,Intel UHD Graphics 600,4096,eMMC,32,0-300,Chrome,Google OS,55.0,13258.0,CHROMEBOOK
2023-01-01,United States,Samsung,Ultraslim Notebook,NO GAMING,11.6,CELERON,Celeron N4000,Intel UHD Graphics 600,4096,eMMC,32,0-300,Chrome,Google OS,103.0,15308.0,CHROMEBOOK
2023-01-07,United States,Samsung,Ultraslim Notebook,NO GAMING,15.6,CELERON,Celeron N4000,Intel UHD Graphics 600,4096,eMMC,32,0-300,Chrome,Google OS,54.0,15312.0,CHROMEBOOK
2023-01-12,United States,Samsung,Ultraslim Notebook,NO GAMING,15.6,CELERON,Celeron N4000,Intel UHD Graphics 600,4096,eMMC,128,300-500,Chrome,Google OS,50.0,15775.0,CHROMEBOOK
2023-01-01,United States,Samsung,Ultraslim Notebook,NO GAMING,15.6,CELERON,Celeron N4000,Intel UHD Graphics 600,4096,eMMC,128,0-300,Chrome,Google OS,80.0,16672.0,CHROMEBOOK
2023-01-03,United States,Samsung,Ultraslim Notebook,NO GAMING,15.6,CELERON,Celeron N4000,Intel UHD Graphics 600,4096,eMMC,128,300-500,Chrome,Google OS,66.0,20739.0,CHROMEBOOK
2023-01-09,United States,Samsung,Ultraslim Notebook,NO GAMING,11.6,CELERON,Celeron N4000,Intel UHD Graphics 600,4096,eMMC,32,0-300,Chrome,Google OS,224.0,21260.0,CHROMEBOOK
2023-01-05,United States,Lenovo,Ultraslim Notebook,NO GAMING,14.0,CELERON,Celeron N4020,Intel UHD Graphics 600,4096,eMMC,64,0-300,Chrome,Google OS,101.0,13138.0,CHROMEBOOK
2023-01-07,United States,Lenovo,Ultraslim Notebook,NO GAMING,14.0,CELERON,Celeron N4020,Intel UHD Graphics 600,4096,eMMC,64,0-300,Chrome,Google OS,113.0,13250.0,CHROMEBOOK
2023-01-10,United States,Lenovo,Ultraslim Notebook,NO GAMING,14.0,CELERON,Celeron N4020,Intel UHD Graphics 600,4096,eMMC,64,0-300,Chrome,Google OS,137.0,15967.0,CHROMEBOOK
2023-01-06,United States,Lenovo,Ultraslim Notebook,NO GAMING,14.0,CELERON,Celeron N4020,Intel UHD Graphics 600,4096,eMMC,64,0-300,Chrome,Google OS,157.0,17263.0,CHROMEBOOK
2023-01-02,United States,Lenovo,Ultraslim Notebook,NO GAMING,14.0,CELERON,Celeron N4020,Intel UHD Graphics 600,4096,eMMC,64,0-300,Chrome,Google OS,159.0,21883.0,CHROMEBOOK
2023-01-04,United States,Lenovo,Ultraslim Notebook,NO GAMING,14.0,CELERON,Celeron N4020,Intel UHD Graphics 600,4096,eMMC,64,0-300,Chrome,Google OS,225.0,31294.0,CHROMEBOOK
2023-01-09,United States,Lenovo,Ultraslim Notebook,NO GAMING,14.0,CELERON,Celeron N4020,Intel UHD Graphics 600,4096,eMMC,64,0-300,Chrome,Google OS,412.0,38516.0,CHROMEBOOK
2023-01-05,United States,Samsung,Ultraslim Notebook,NO GAMING,11.6,CELERON,Celeron N4020,Intel UHD Graphics 600,4096,eMMC,32,0-300,Chrome,Google OS,144.0,17434.0,CHROMEBOOK
2023-01-04,United States,Samsung,Ultraslim Notebook,NO GAMING,11.6,CELERON,Celeron N4020,Intel UHD Graphics 600,4096,eMMC,32,0-300,Chrome,Google OS,204.0,21296.0,CHROMEBOOK
2023-01-11,United States,Samsung,Ultraslim Notebook,NO GAMING,11.6,CELERON,Celeron N4020,Intel UHD Graphics 600,4096,eMMC,32,0-300,Chrome,Google OS,170.0,22081.0,CHROMEBOOK
2023-01-08,United States,Samsung,Ultraslim Notebook,NO GAMING,11.6,CELERON,Celeron N4020,Intel UHD Graphics 600,4096,eMMC,32,0-300,Chrome,Google OS,201.0,22916.0,CHROMEBOOK
2023-01-01,United States,Samsung,Ultraslim Notebook,NO GAMING,11.6,CELERON,Celeron N4020,Intel UHD Graphics 600,4096,eMMC,32,0-300,Chrome,Google OS,217.0,24805.0,CHROMEBOOK
2023-01-03,United States,Samsung,Ultraslim Notebook,NO GAMING,11.6,CELERON,Celeron N4020,Intel UHD Graphics 600,4096,eMMC,32,0-300,Chrome,Google OS,248.0,26057.0,CHROMEBOOK
2023-01-02,United States,Samsung,Ultraslim Notebook,NO GAMING,11.6,CELERON,Celeron N4020,Intel UHD Graphics 600,4096,eMMC,32,0-300,Chrome,Google OS,253.0,27373.0,CHROMEBOOK
2023-01-09,United States,Samsung,Ultraslim Notebook,NO GAMING,11.6,CELERON,Celeron N4020,Intel UHD Graphics 600,4096,eMMC,32,0-300,Chrome,Google OS,379.0,31296.0,CHROMEBOOK
2023-01-01,United States,Samsung,Ultraslim Notebook,NO GAMING,11.6,CELERON,Celeron N4020,Intel UHD Graphics 600,4096,eMMC,16,0-300,Chrome,Google OS,132.0,17477.0,CHROMEBOOK
2023-01-12,United States,Samsung,Ultraslim Notebook,NO GAMING,11.6,CELERON,Celeron N4020,Intel UHD Graphics 600,4096,eMMC,16,0-300,Chrome,Google OS,196.0,25306.0,CHROMEBOOK
2023-01-11,United States,Samsung,Ultraslim Notebook,NO GAMING,11.6,CELERON,Celeron N4020,Intel UHD Graphics 600,4096,eMMC,16,0-300,Chrome,Google OS,221.0,29329.0,CHROMEBOOK
2023-01-09,United States,Asus,Ultraslim Notebook,NO GAMING,14.0,CELERON,Celeron N3350,Intel HD Graphics 500,4096,eMMC,32,0-300,Chrome,Google OS,60.0,14506.0,ASUS CHROMEBOOK
2023-01-11,United States,Asus,Ultraslim Notebook,NO GAMING,14.0,CELERON,Celeron N3350,Intel HD Graphics 500,4096,eMMC,32,0-300,Chrome,Google OS,62.0,15995.0,ASUS CHROMEBOOK
2023-01-10,United States,Asus,Ultraslim Notebook,NO GAMING,14.0,CELERON,Celeron N3350,Intel HD Graphics 500,4096,eMMC,32,0-300,Chrome,Google OS,70.0,17227.0,ASUS CHROMEBOOK
2023-01-12,United States,Asus,Ultraslim Notebook,NO GAMING,14.0,CELERON,Celeron N3350,Intel HD Graphics 500,4096,eMMC,32,0-300,Chrome,Google OS,111.0,30774.0,ASUS CHROMEBOOK
2023-01-12,United States,Asus,Ultraslim Notebook,NO GAMING,15.6,CELERON,Celeron N3350,Intel HD Graphics 500,4096,eMMC,64,0-300,Chrome,Google OS,54.0,13914.0,ASUS CHROMEBOOK
2023-01-11,United States,Asus,Ultraslim Notebook,NO GAMING,14.0,CELERON,Celeron N3350,Intel HD Graphics 500,4096,eMMC,64,0-300,Chrome,Google OS,82.0,14673.0,ASUS CHROMEBOOK
2023-01-10,United States,Asus,Ultraslim Notebook,NO GAMING,15.6,CELERON,Celeron N3350,Intel HD Graphics 500,4096,eMMC,64,0-300,Chrome,Google OS,133.0,15795.0,ASUS CHROMEBOOK
2023-01-10,United States,Asus,Ultraslim Notebook,NO GAMING,15.6,CELERON,Celeron N3350,Intel HD Graphics 500,4096,eMMC,64,0-300,Chrome,Google OS,87.0,16158.0,ASUS CHROMEBOOK
2023-01-12,United States,Asus,Ultraslim Notebook,NO GAMING,14.0,CELERON,Celeron N3350,Intel HD Graphics 500,4096,eMMC,64,0-300,Chrome,Google OS,95.0,16905.0,ASUS CHROMEBOOK
2023-01-02,United States,Asus,Ultraslim Notebook,NO GAMING,14.0,CELERON,Celeron N3350,Intel HD Graphics 500,4096,eMMC,64,0-300,Chrome,Google OS,77.0,17883.0,ASUS CHROMEBOOK
2023-01-10,United States,Asus,Ultraslim Notebook,NO GAMING,14.0,CELERON,Celeron N3350,Intel HD Graphics 500,4096,eMMC,64,0-300,Chrome,Google OS,121.0,19688.0,ASUS CHROMEBOOK
2023-01-07,United States,Asus,Ultraslim Notebook,NO GAMING,14.0,CELERON,Celeron N3350,Intel HD Graphics 500,4096,eMMC,64,0-300,Chrome,Google OS,163.0,22621.0,ASUS CHROMEBOOK
2023-01-07,United States,Asus,Ultraslim Notebook,NO GAMING,14.0,CELERON,Celeron N3350,Intel HD Graphics 500,4096,eMMC,64,0-300,Chrome,Google OS,148.0,29088.0,ASUS CHROMEBOOK
2023-01-06,United States,Asus,Ultraslim Notebook,NO GAMING,14.0,CELERON,Celeron N3350,Intel HD Graphics 500,4096,eMMC,64,0-300,Chrome,Google OS,130.0,29299.0,ASUS CHROMEBOOK
2023-01-09,United States,Asus,Ultraslim Notebook,NO GAMING,15.6,CELERON,Celeron N3350,Intel HD Graphics 500,4096,eMMC,64,0-300,Chrome,Google OS,192.0,33430.0,ASUS CHROMEBOOK
